№|ID|серійний номер|адреса|місто|особливості|опис 4 зони|банк|модель|виробник|контактна особа|область|дата отримання ключа|наявність ключа|доступ|сигналізація|зарплатний проект|інкасація|flm|slm|розміщення|vip
558|4629|13-46062553|м. Тернівка, вул. Пушкіна, 1А|Тернівка|FLM-5;SLM-5||ALFA|SelfServ 6626|NCR|Link: Радіоконект|Дніпропетровська||0|0|1|1|УСБ ВТ,ЧТ|PRINTEC 8|PRINTEC 12|Магазин Меблі|0
559|4630|5300499890|м. Київ, вул. Ковпака, 29 (2-й АТМ)|Київ|FLM-5;SLM-5||ALFA|ProCash 2000|WINCOR||Київська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення Центральне|1
560|4631|13-45181315|м. Переяслав-Хмельницький, вул. Богдана Хмельницького, 69|Переяслав-Хмельницький|FLM-5;SLM-5||ALFA|SelfServ 6626|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ ВТ,ЧТ|PRINTEC 8|PRINTEC 12|Магазин|0
561|4632|5300353918|м. Харків, пр. Ювілейний, 56|Харків|FLM-7;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Харківська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Нічний клуб Болеро|1
562|4634|5300237145|м. Київ, пр. Валерія Лобановського, 132|Київ|FLM-5;SLM-5||ALFA|ProCash 1500|WINCOR||Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Офіс ПАТ Укрсоцбанк|1
563|4636|5300207231|м. Київ, вул. Городецького, 5|Київ|FLM-7;SLM-5||ALFA|ProCash 2050|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Кінотеатр Україна|1
564|4637|5300514610|смт. Новопокровка, вул. Тельмана, 1|Новопокровка|FLM-5;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Харківська||0|0|1|0|УСБ|Реноме-Смарт 6|Реноме-Смарт 10|ДП Новопокровський комбінат хлібопродуктів|1
565|4638|13-49011901|с. Калинівка, вул. Індустріальна, 7|Калинівка|FLM-7;SLM-5||ALFA|SelfServ 6622|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ СР,ПТ|PRINTEC 8|PRINTEC 12|ТОВ Епіцентр К (логістика)|0
566|4639|5300651844|м. Харків, вул. Клочковська, 104|Харків|FLM-7;SLM-5||ALFA|ProCash 8000|WINCOR|Link: Радіоконект|Харківська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТЦ Клас|1
567|4640|13-45179878|м. Київ, вул. Фанерна, 1|Київ|FLM-5;SLM-5||ALFA|SelfServ 6626|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|ЗАТ ФАНПЛИТ|0
568|4642|5300652313|м. Харків, пр. Тракторобудівників, 108|Харків|FLM-7;SLM-5||ALFA|ProCash 8000|WINCOR|Link: Радіоконект|Харківська|06.06.2012|0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|с/м Сільпо|1
569|4643|13-45179950|м. Київ, вул. Мельникова, 1|Київ|FLM-7;SLM-5||ALFA|SelfServ 6626|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ|PRINTEC 4|PRINTEC 8|Лук'янівський ринок|1
570|4644|13-46071489|м. Буча, вул. Енергетиків, 12|Буча|FLM-5;SLM-5||ALFA|SelfServ 6622|NCR|Link: Радіоконект|Київська||0|0|1|0|УСБ|PRINTEC 8|PRINTEC 12|Бучанська міська рада|1
571|4646|5300263123|м. Ірпінь, вул. Тараса Шевченка, 4А (2-й АТМ)|Ірпінь|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR||Київська||0|0|0|1|УСБ|Реноме-Смарт 6|Реноме-Смарт 10|Відділення Ірпінське|1
572|4647|5300335975|м. Дніпро, пр. Гагаріна, 103А|Дніпро|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект|Дніпропетровська||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 4|ПрАТ Київстар|0
573|4648|5300337936|м. Київ, вул. Григоренка, 40 (1-й АТМ)|Київ|FLM-7;SLM-5||ALFA|ProCash 2100|WINCOR|Link: Радіоконект|Київська|04.07.2011|0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|г/м Епіцентр|1
574|4649|5300647576|м. Харків, вул. Дудинської, 1А|Харків|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект|Харківська||0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТОВ Альфа-Продукт, ТЦ Класс, вхідна група|1
575|4651|5300355903|м. Фастів, вул. Пушкіна, 3|Фастів|FLM-5;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект|Київська||0|0|1|0|УСБ СР|Реноме-Смарт 6|Реноме-Смарт 10|ТОВ Пивоварня Зіберта|1
576|4652|5310144691|м. Харків, вул. Гоголя, 10 (1-й АТМ)|Харків|Link:FLM-7;SLM-5 ACCESS Відсутній засіб для зняття сигналізації||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №11|0
577|4653|5300356833|м. Першотравенськ, вул. Шкільна, 26А|Першотравенськ|FLM-5;SLM-5||ALFA|ProCash 2050|WINCOR|Link: Радіоконект|Дніпропетровська||0|0|1|1|УСБ ВТ,ЧТ|Реноме-Смарт 6|Реноме-Смарт 10|Магазин Варус|1
578|4654|5300353577|м. Київ, пр. Возз'єднання, 2/1А|Київ|FLM-7;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТЦ Дарниця|1
579|4655|5300199757|м. Київ, вул. Червоногвардійська, 1В|Київ|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Expert Solutions|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТРЦ Проспект|1
580|4656|5300652088|м. Київ, вул. Здолбунівська, 7Г|Київ|FLM-7;SLM-5||ALFA|ProCash 8000|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|с/м Novus|1
581|4657|5300229830|м. Київ, вул. Митрополіта Андрія Шептицького, 4|Київ|FLM-7;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТЦ Комод|1
582|4658|5300235741|с. Петропавлівка, вул. Степна, 1|Петропавлівка|FLM-5;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект|Дніпропетровська||0|0|1|0|УСБ ВТ,ЧТ|Реноме-Смарт 6|Реноме-Смарт 10|Шахта Ювілейна|1
583|4660|5300653248|м. Долинська, вул. Леніна, 62|Долинська|FLM-5;SLM-5||ALFA|ProCash 8050|WINCOR|Link: Радіоконект|Кіровоградська||0|0|1|1|УСБ ПН,СР|Реноме-Смарт 6|Реноме-Смарт 10|с/м Варус|1
584|4661|13-45179951|м. Чернівці, пр. Незалежності, 129|Чернівці|FLM-5;SLM-5||ALFA|SelfServ 6626|NCR|Link: Радіоконект|Чернівецька||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|Прохідна тролейбусного управління|1
585|4662|5300652713|м. Київ, пр. Червонозоряний, 4Д|Київ|FLM-7;SLM-5||ALFA|ProCash 8000|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|с/м Novus|1
586|4663|5300499896|м. Київ, бул. Дружби Народів, 14-16|Київ|FLM-7;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Київська||0|0|1|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|с/м Novus|1
587|4668|5300290774|м. Київ, вул. Іллінська, 8|Київ|FLM-7;SLM-5||ALFA|ProCash 1500|WINCOR|Link: Радіоконект|Київська|24.10.2013|0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ТзОВ Ластівка ЛТД|1
588|4669|5300297313|м. Київ, вул. Кирилівська, 142|Київ|FLM-5;SLM-5||ALFA|ProCash 2000|WINCOR|Link: Радіоконект|Київська|06.10.2011|0|0|1|0|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|ПАТ Макаронна фабрика|0
589|4670|5300210816|м. Хоростків, вул. Богдана Лепкого, 1А|Хоростків|FLM-5;SLM-5 Доступ забезпечує: 097 222 36 77 - Світлана.||ALFA|ProCash 2050|WINCOR|Link: Радіоконект|Тернопільська|14.07.2011|0|0|1|1|УСБ СР,СБ|Реноме-Смарт 6|Реноме-Смарт 10|Магазин Наша Ряба|1
590|4672|5300347896|м. Одеса, вул. Академіка Корольова, 72 (2-й АТМ)|Одеса|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR||Одеська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення Одеське №12|1
591|4674|5300513594|м. Рівне, вул. Кавказька, 3 (2-й АТМ)|Рівне|FLM-5;SLM-5||ALFA|ProCash 2100|WINCOR||Рівненська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 6|Відділення Рівненське №1 А-Клуб|0
592|4675|13-45167179|м. Київ, вул. Гришка, 3|Київ|FLM-7;SLM-5||ALFA|SelfServ 6622|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ|PRINTEC 4|PRINTEC 8|с/м Billa|1
593|4676|13-49011911|м. Бровари, вул. Київська, 253 (2-й АТМ)|Бровари|FLM-7;SLM-5||ALFA|SelfServ 6622|NCR|Link: Радіоконект|Київська||0|0|1|1|УСБ|PRINTEC 8|PRINTEC 12|с/м Novus|1
594|4677|13-45179908|м. Київ, пр. Степана Бандери, 23А|Київ|FLM-7;SLM-5||ALFA|SelfServ 6622|NCR|Link: Радіоконект|Київська||0|0|0|0|УСБ|PRINTEC 4|PRINTEC 8|Магазин Сітi Ком ТЦ Городок|1
595|4678|13-49011429|м. Дніпро, вул. Молодогвардійська, 6, корпус 53|Дніпро|FLM-7;SLM-5||ALFA|SelfServ 6622|NCR|Link: Радіоконект|Дніпропетровська||0|0|1|0|УСБ|PRINTEC 4|PRINTEC 8|ТОВ Хомер Софтвер Хау|1
596|4680|5310156437|м. Біла Церква, пл. Соборна, 1/1 (2-й АТМ)|Біла Церква|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Київська|10.04.2019|0|0|0|1|Альфа|Реноме-Смарт 6|Реноме-Смарт 9|Відділення Білоцерківське|1
597|4681|5310156564|смт. Якимівка, вул. Центральна, 68 (1-й АТМ)|Якимівка|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Запорізька|19.04.2019|0|0|0|1|УСБ ВТ|Реноме-Смарт 6|Реноме-Смарт 9|Відділення Якимівське|1
598|4682|5310156334|м. Чернігів, пр. Перемоги, 62 (1-й АТМ)|Чернігів|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Чернігівська|11.04.2019|0|0|0|1|УСБ Чернігів|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Чернігівське|1
599|4683|5310156481|м. Суми, вул. Воскресенська, 13Б (2-й АТМ)|Суми|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Сумська|15.04.2019|0|0|0|1|Укргаз|Реноме-Смарт 6|Реноме-Смарт 9|Відділення Сумське|1
600|4684|5310156423|м. Вінниця, вул. Келецька, 53 (1-й АТМ)|Вінниця|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR|Link: Радіоконект|Вінницька||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Вінницьке №3|1
601|4685|5310154907|м. Хмельницький, вул. Театральна, 9/1 (2-й АТМ)|Хмельницький|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Хмельницька||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Хмельницьке №2|1
602|4686|5310154937|м. Кам'янець-Подільський, вул. Лесі Українки, 31 (1-й АТМ)|Хмельницький|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Хмельницька||0|0|0|1|Альфа|Реноме-Смарт 6|Реноме-Смарт 9|Відділення Кам'янець-Подільське|1
603|4687|5310156572|м. Коломия, вул. Січових Стрільців, 41/1|Коломия|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Івано-Франківська||0|0|0|1|УСБ Чернівці|Реноме-Смарт 6|Реноме-Смарт 9|Відділення Коломийське|1
604|4688|5310156169|м. Тернопіль, вул. Степана Качали, 5 (1-й АТМ)|Тернопіль|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Тернопільська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Тернопільське №1|1
605|4689|5310156400|м. Тернопіль, вул. Медова, 18 (1-й АТМ)|Тернопіль|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Тернопільська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Тернопільське|1
606|4690|5310154926|м. Полтава, вул. Соборності, 32|Полтава|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Полтавська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Полтавське №2|1
607|4691|5310154965|м. Харків, пр. Науки, 12 (1-й АТМ)|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №28|1
608|4692|5310154914|м. Харків, вул. Сумська, 110 (1-й АТМ)|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Маяковське|1
609|4693|5310154866|м. Харків, вул. Гіршмана, 3|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №5|1
610|4694|5310154872|м. Харків, вул. Алчевських, 1|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №29|1
611|4695|5310154971|м. Харків, вул. Пушкінська, 45 (1-й АТМ)|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №8|1
612|4696|5310156330|м. Харків, вул. Полтавський Шлях, 14 (1-й АТМ)|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №1|1
613|4697|5310156187|м. Харків, пл. Захисників України, 7/8|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Харківське №31|1
614|4698|5310156379|м. Харків, пр. Індустріальний, 26 (1-й АТМ)|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Індустріальне|1
615|4699|5310156396|м. Харків, пр. Московський, 196А (1-й АТМ)|Харків|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Харківська||0|0|0|1|УСБ|Реноме-Смарт 3|Реноме-Смарт 9|Відділення Фрунзенське|1
616|4700|5310156308|м. Костянтинівка, пр. Ломоносова, 99 (1-й АТМ)|Костянтинівка|FLM-5;SLM-5||ALFA|Wincor Cineo C4060 FL|WINCOR||Донецька||0|0|0|1|Альфа|Реноме-Смарт 6|Реноме-Смарт 9|Відділення Костянтинівське|1
